Category title,Sub-category title,Class title,Sub-class title,Title names,Link items,Item description,Item tech,Item information
Thiết bị ngoài trời,Máy phát điện và phụ kiện,Máy phát điện,,Máy phát điện chạy dầu Hyundai DHY 6000LE 5.0-5.5 Kw,https://super-mro.com/san-pham/may-phat-dien-chay-dau-hyundai-dhy-6000le-5-0-5-5-kw.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của DCA, Hyundai là những hãng sản xuất thiết bị công nghiệp, Máy phát điện nổi tiếng Việt Nam và thế giới., Máy phát điện chạy dầu Hyundai DHY 6000LE 5.0-5.5 Kw là sản phẩm nổi tiếng của hãng Hyundai, bạn có thể mua Máy phát điện chạy dầu Hyundai DHY 6000LE 5.0-5.5 Kw giá rẻ nhất tại Super-mro chỉ với 40,000,000đ/Cái","['Công suất:5,0/5,5 Kw', 'Điện áp đầu ra:26.4A/230V/50Hz', 'Trọng lượng:116 kg', 'Thời gian làm việc liên tục:50%: 13h', 'Dung tích:12.5 lít']","['Thương hiệu: Hyundai', 'Mã hệ thống: 8F2962', 'Model hãng: DHY 6000LE', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Máy cưa xích,,Máy Cưa Xích Makita Uc4041A 1800W,https://super-mro.com/san-pham/may-cua-xich-makita-uc4041a-1800w.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee, DCA, Dongcheng là những hãng sản xuất thiết bị công nghiệp, Máy cưa xích nổi tiếng Việt Nam và thế giới., Máy Cưa Xích Makita Uc4041A 1800W là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Máy Cưa Xích Makita Uc4041A 1800W giá rẻ nhất tại Super-mro chỉ với 3,103,000đ/Cái","['Đường kính lưỡi cắt:400mm', 'Công suất:1800W', 'Tốc độ không tải:870 mét/phút', 'Kích thước:455x245x200mm', 'Trọng lượng:4,8 kg', 'Phụ kiện đi kèm:Xích (196742-3), lam 400mm(165247-4) , vỏ lam (419242-9), móc giữ dây điện(158024-1)']","['Thương hiệu: Makita', 'Mã hệ thống: 1F535', 'Model hãng: UC4041A', 'Đơn vị: Cái', 'Bảo hành: 12 tháng']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa hàng rào Makita 199099-1 600,https://super-mro.com/san-pham/luoi-tia-hang-rao-makita-199099-1-600.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa hàng rào Makita 199099-1 600 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa hàng rào Makita 199099-1 600 giá rẻ nhất tại Super-mro chỉ với 1,861,000đ/Cái",['Quy cách:600mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5038', 'Model hãng: 199099-1', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa cành a eh7500s Makita 725185-8,https://super-mro.com/san-pham/luoi-tia-canh-a-eh7500s-makita-725185-8.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa cành a eh7500s Makita 725185-8 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa cành a eh7500s Makita 725185-8 giá rẻ nhất tại Super-mro chỉ với 328,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5027', 'Model hãng: 725185-8', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Ống thổi eb7660th Makita 197722-2 90-68,https://super-mro.com/san-pham/ong-thoi-eb7660th-makita-197722-2-90-68.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Ống thổi eb7660th Makita 197722-2 90-68 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Ống thổi eb7660th Makita 197722-2 90-68 giá rẻ nhất tại Super-mro chỉ với 137,000đ/Cái",['Quy cách:90-68'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6552', 'Model hãng: 197722-2', 'Đơn vị: Cái']"
Thiết bị ngoài trời,"Máy quét, máy thổi bụi và máy thổi lá",,,Đầu thổi rộng cho máy DUB187 Makita GB00000165,https://super-mro.com/san-pham/dau-thoi-rong-cho-may-dub187-makita-gb00000165.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Máy quét, máy thổi bụi và máy thổi lá nổi tiếng Việt Nam và thế giới., Đầu thổi rộng cho máy DUB187 Makita GB00000165 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Đầu thổi rộng cho máy DUB187 Makita GB00000165 giá rẻ nhất tại Super-mro chỉ với 133,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8F2395', 'Model hãng: GB00000165', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa hàng rào uh006g Makita 191R55-5 600,https://super-mro.com/san-pham/luoi-tia-hang-rao-uh006g-makita-191r55-5-600.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa hàng rào uh006g Makita 191R55-5 600 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa hàng rào uh006g Makita 191R55-5 600 giá rẻ nhất tại Super-mro chỉ với 2,401,000đ/Cái",['Quy cách:600mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5039', 'Model hãng: 191R55-5', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Máy cưa xích,,Máy Cưa Xích Dùng Pin Makita Uc007Gz 40V Max,https://super-mro.com/san-pham/may-cua-xich-dung-pin-makita-uc007gz-40v-max.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee, DCA, Dongcheng là những hãng sản xuất thiết bị công nghiệp, Máy cưa xích nổi tiếng Việt Nam và thế giới., Máy Cưa Xích Dùng Pin Makita Uc007Gz 40V Max là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Máy Cưa Xích Dùng Pin Makita Uc007Gz 40V Max giá rẻ nhất tại Super-mro chỉ với 6,529,000đ/Cái","['Điện áp pin:40V', 'Đường kính lưỡi cắt:350mm', 'Tốc độ không tải:1490 mét/phút', 'Kích thước:266x194x227mm', 'Trọng lượng:3,9-4,7 kg', 'Phụ kiện đi kèm:Chỉ có thân máy. Cờ lê 13-16, Kính bảo hộ, Chưa bao gồm pin và bộ sạc']","['Thương hiệu: Makita', 'Mã hệ thống: 1B9333', 'Model hãng: UC007GZ', 'Đơn vị: Cái', 'Bảo hành: 12 tháng']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Ống thổi ub001c Makita 412758-3 80,https://super-mro.com/san-pham/ong-thoi-ub001c-makita-412758-3-80.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Ống thổi ub001c Makita 412758-3 80 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Ống thổi ub001c Makita 412758-3 80 giá rẻ nhất tại Super-mro chỉ với 109,000đ/Cái",['Quy cách:80'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6549', 'Model hãng: 412758-3', 'Đơn vị: Cái']"
Thiết bị ngoài trời,"Máy quét, máy thổi bụi và máy thổi lá",Máy thổi bụi,,Máy Thổi Dùng Pin 18V Makita Dub185Rt,https://super-mro.com/san-pham/1a8519-may-thoi-dung-pin-18v-makita-dub185rt.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Milwaukee, DCA, Dongcheng, MAKITA MT là những hãng sản xuất thiết bị công nghiệp, Máy thổi bụi nổi tiếng Việt Nam và thế giới., Máy Thổi Dùng Pin 18V Makita Dub185Rt là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Máy Thổi Dùng Pin 18V Makita Dub185Rt giá rẻ nhất tại Super-mro chỉ với 4,532,000đ/Chiếc","['Trọng lượng:1,6-2,1kg', 'Điện áp pin:18V', 'Phụ kiện đi kèm:1 pin 18v 5.0 Ah BL1850B, Sạc nhanh DC18RC, Ống thổi (123245-4)', 'Tốc độ không tải:0-18000vòng/phút', 'Khối lượng khí:3.2 m³/phút']","['Thương hiệu: Makita', 'Mã hệ thống: 1A8519', 'Model hãng: DUB185RT', 'Đơn vị: Chiếc', 'Bảo hành: 12 tháng']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa hàng rào uh008g Makita 191R57-1 600,https://super-mro.com/san-pham/luoi-tia-hang-rao-uh008g-makita-191r57-1-600.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa hàng rào uh008g Makita 191R57-1 600 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa hàng rào uh008g Makita 191R57-1 600 giá rẻ nhất tại Super-mro chỉ với 1,171,000đ/Cái",['Quy cách:600mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5040', 'Model hãng: 191R57-1', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy phát điện và phụ kiện,Máy phát điện,,Máy phát điện chạy dầu chống ồn Hyundai DHY 6000SE 5.0-5.5 Kw,https://super-mro.com/san-pham/may-phat-dien-chay-dau-chong-on-hyundai-dhy-6000se-5-0-5-5-kw.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của DCA, Hyundai là những hãng sản xuất thiết bị công nghiệp, Máy phát điện nổi tiếng Việt Nam và thế giới., Máy phát điện chạy dầu chống ồn Hyundai DHY 6000SE 5.0-5.5 Kw là sản phẩm nổi tiếng của hãng Hyundai, bạn có thể mua Máy phát điện chạy dầu chống ồn Hyundai DHY 6000SE 5.0-5.5 Kw giá rẻ nhất tại Super-mro chỉ với 45,000,000đ/Cái","['Công suất:5,0/5,5 Kw', 'Điện áp đầu ra:26.4A/230V/50Hz', 'Trọng lượng:156 kg', 'Thời gian làm việc liên tục:50%: 16h', 'Dung tích:15 lít']","['Thương hiệu: Hyundai', 'Mã hệ thống: 8F2963', 'Model hãng: DHY 6000SE', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Ống thổi ub001g Makita 191P97-7 80,https://super-mro.com/san-pham/ong-thoi-ub001g-makita-191p97-7-80.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Ống thổi ub001g Makita 191P97-7 80 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Ống thổi ub001g Makita 191P97-7 80 giá rẻ nhất tại Super-mro chỉ với 153,000đ/Cái",['Quy cách:80'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6550', 'Model hãng: 191P97-7', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Ống thổi dub363 Makita 183R06-2 90-72,https://super-mro.com/san-pham/ong-thoi-dub363-makita-183r06-2-90-72.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Ống thổi dub363 Makita 183R06-2 90-72 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Ống thổi dub363 Makita 183R06-2 90-72 giá rẻ nhất tại Super-mro chỉ với 157,000đ/Cái",['Quy cách:90-72'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6553', 'Model hãng: 183R06-2', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa hàng rào duh604s Makita 191D38-1 600mm,https://super-mro.com/san-pham/luoi-tia-hang-rao-duh604s-makita-191d38-1-600mm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa hàng rào duh604s Makita 191D38-1 600mm là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa hàng rào duh604s Makita 191D38-1 600mm giá rẻ nhất tại Super-mro chỉ với 2,296,000đ/Cái",['Quy cách:600mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5041', 'Model hãng: 191D38-1', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Phụ kiện máy làm vườn,,Lưỡi tỉa cành b eh7500s Makita 725186-6,https://super-mro.com/san-pham/luoi-tia-canh-b-eh7500s-makita-725186-6.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee là những hãng sản xuất thiết bị công nghiệp, Phụ kiện máy làm vườn nổi tiếng Việt Nam và thế giới., Lưỡi tỉa cành b eh7500s Makita 725186-6 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Lưỡi tỉa cành b eh7500s Makita 725186-6 giá rẻ nhất tại Super-mro chỉ với 328,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C5028', 'Model hãng: 725186-6', 'Đơn vị: Cái']"
Thiết bị ngoài trời,Máy cắt và thiết bị làm vườn,Máy cưa xích,,Máy Cưa Xích Makita Uc3041A 1800W,https://super-mro.com/san-pham/may-cua-xich-makita-uc3041a-1800w.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Milwaukee, DCA, Dongcheng là những hãng sản xuất thiết bị công nghiệp, Máy cưa xích nổi tiếng Việt Nam và thế giới., Máy Cưa Xích Makita Uc3041A 1800W là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Máy Cưa Xích Makita Uc3041A 1800W giá rẻ nhất tại Super-mro chỉ với 2,949,000đ/Cái","['Đường kính lưỡi cắt:300mm', 'Công suất:1800W', 'Tốc độ không tải:870 mét/phút', 'Kích thước:455x245x200mm', 'Trọng lượng:4,7 kg', 'Phụ kiện đi kèm:Xích (196740-7), lam 300mm (165245-8) , vỏ lam (419288-5), móc giữ dây điện (158024-1)']","['Thương hiệu: Makita', 'Mã hệ thống: 1F533', 'Model hãng: UC3041A', 'Đơn vị: Cái', 'Bảo hành: 12 tháng']"
